SIE-Scwrlmut,SIE-Rosmut,SIE-Rosiface-sc,SIE-RosCDR-loop,Rosmut,Rosiface-sc,RosCDR-loop,FoldXB,FoldXS,DS_BIND,DS_STABLE,mCSM,Cons3,Cons4,SVR,GPR,RFR,SVR_4,GPR_4,RFR_4
0.59203,0.590014,0.497657,0.556595,0.617327,0.080501,0.209176,0.227278,0.496835,0.552656,0.386606,0.542467,0.6533784547246013,0.6570747331151374,0.6795201466204859,0.7079580844007872,0.6858400259379479,0.6681272370706586,0.7035080881331102,0.643226704565587
0.557943,0.558238,0.474444,0.534242,0.578801,0.107064,0.160132,0.240743,0.480508,0.516131,0.388509,0.536408,0.6316014449088583,0.6347193477402423,0.6548013534048552,0.6722118468933864,0.6981047597163391,0.6480034864993812,0.6612648890807656,0.6351526210934442
0.572537,0.574713,0.511049,0.54512,0.618045,0.092165,0.190238,0.238134,0.50968,0.550766,0.398798,0.540043,0.6547140850967212,0.6613781483739539,0.6812143174444281,0.700780459060018,0.6746821392798527,0.6619699944188928,0.6889892591801272,0.6374244098375048
0.574776,0.5694,0.503344,0.555649,0.592327,0.077135,0.209627,0.239393,0.505028,0.503442,0.385062,0.558987,0.6436363217169293,0.6525763291438043,0.6648296557604845,0.6784883323300561,0.6580423951356831,0.6533967389519686,0.6494976859368418,0.6267275939843455
0.554751,0.561645,0.471864,0.529982,0.59432,0.104559,0.167812,0.231256,0.518728,0.516677,0.360976,0.524505,0.6289780441066513,0.6424826973247937,0.6238028430158695,0.6824760175470901,0.6993081906099923,0.6488347223927032,0.6837751422443721,0.6343781384101339
0.58543,0.583204,0.510221,0.566008,0.608528,0.071716,0.172067,0.235075,0.511203,0.520736,0.392155,0.538703,0.6521020753516575,0.6590160684805888,0.6692115902067056,0.7053522168910025,0.6890786355661301,0.672231759216382,0.6970398833411493,0.6672970773904864
0.594797,0.58327,0.506285,0.55023,0.602393,0.054579,0.258275,0.238831,0.499061,0.53303,0.399887,0.542941,0.6499392299117421,0.6554996766366187,0.6446151020602577,0.6969794400766186,0.6795664695301343,0.6656696603582236,0.6629376475872424,0.6045080231714877
0.586903,0.574244,0.489418,0.544965,0.606315,0.028622,0.153632,0.243208,0.529987,0.510484,0.397498,0.523991,0.6496466699904893,0.6610780494180573,0.6222514949354628,0.6914524607142286,0.6990272676995761,0.6618300020538685,0.6754797132833136,0.6512582083118679
0.579036,0.585408,0.489428,0.546733,0.617163,0.139492,0.187221,0.239911,0.515786,0.531401,0.406117,0.554877,0.6555511461891186,0.6620408581674528,0.5674458077267901,0.6996986816616058,0.6913229695526659,0.6765006229022672,0.6597294605855049,0.6426478435755051
0.576248,0.575682,0.478671,0.548433,0.589779,0.072672,0.201192,0.229686,0.523936,0.530444,0.393654,0.544124,0.6411573280088385,0.6523327665151786,0.660109510137411,0.6819949679603667,0.704041119151831,0.6628637551868333,0.6704648781499851,0.6565497626464423
0.564674,0.564787,0.494301,0.545599,0.587657,0.090985,0.269353,0.215443,0.502656,0.519854,0.380791,0.541657,0.6243256006472118,0.6345015309144448,0.6072566673948916,0.6969477717689108,0.6643869280914259,0.6629955879164204,0.6411246194299227,0.6189500241986188
0.616276,0.608377,0.489966,0.554856,0.62525,0.126327,0.267517,0.239373,0.518825,0.526623,0.397136,0.534153,0.6676294405904044,0.6695863973800131,0.5093830290220551,0.6992121776650506,0.700195772791524,0.6895322675033884,0.7069263946107982,0.655604755368119
0.561141,0.566805,0.500198,0.525746,0.596007,0.086363,0.224071,0.232901,0.499664,0.540502,0.406082,0.546564,0.6324492243585674,0.6430693474208441,0.6175906344479005,0.6866983202409591,0.6861180637371951,0.6582094255719275,0.6700982938447473,0.6543931434800432
0.572098,0.578023,0.503844,0.562459,0.609819,0.083169,0.206564,0.230954,0.498694,0.535016,0.401782,0.559343,0.6505597568806708,0.658269892736484,0.6194029036021844,0.7210166044844069,0.7080708275443673,0.6628357182423502,0.6889621839705283,0.660282976642661
0.581468,0.572893,0.496694,0.541186,0.582973,0.108623,0.219625,0.242262,0.484617,0.51396,0.397256,0.542577,0.6465423394415346,0.6509609406569659,0.6411680537405837,0.6845272025991576,0.6895090913955034,0.6572852825676493,0.6768424941570708,0.6592393397703522
0.573612,0.574009,0.500896,0.53328,0.599266,0.114227,0.173306,0.235766,0.515168,0.49364,0.382048,0.495682,0.6412177766852245,0.6489456901354466,0.6298950789649801,0.6766234951831215,0.6527993420510397,0.6209154713867301,0.6110130219897809,0.5912373734957204
0.572718,0.568794,0.500483,0.530016,0.60459,0.060824,0.150507,0.248997,0.518603,0.529362,0.391307,0.505188,0.6547654895255457,0.6610601598784349,0.627822566638768,0.6941880913393484,0.684336097205352,0.662621707687274,0.6687246135579191,0.6172985030324014
0.567722,0.57014,0.494009,0.533036,0.591514,0.120234,0.173653,0.251292,0.499067,0.499108,0.363989,0.522638,0.6387479801220334,0.6448435980364152,0.6528400961061762,0.7164442102807946,0.7157315746799381,0.6432250086595743,0.6739057044104635,0.6487793969010772
0.586199,0.569835,0.47999,0.51866,0.612904,0.021202,0.20477,0.233266,0.492807,0.522318,0.394595,0.520217,0.6396618210018108,0.6463660935797305,0.6427847696061131,0.692322911724649,0.678445909827778,0.6666219133882565,0.6464669706493734,0.6547822127116298
0.580278,0.573935,0.49671,0.544441,0.610125,0.08773,0.181791,0.234705,0.507328,0.523047,0.392896,0.554172,0.6433680585556635,0.6534903526004852,0.5247983547407818,0.7076425624757938,0.6947837445236846,0.6739006982715987,0.6806197712099209,0.6699171081509668
0.581337,0.587627,0.494554,0.552826,0.611478,0.11901,0.209321,0.234724,0.50518,0.537259,0.368592,0.528596,0.6500486001857665,0.6565063289078739,0.5684241874847278,0.7135047956470084,0.6929178778666119,0.6788532937020759,0.6850444058138945,0.6247808673464537
0.562304,0.563962,0.488694,0.513066,0.571252,0.174629,0.194443,0.232452,0.509832,0.498576,0.390218,0.490163,0.6219031600875545,0.6333132763861238,0.6382285737664435,0.6540179604637891,0.6811118440122705,0.6262298597854248,0.682417537745483,0.6201847432014427
0.588258,0.588417,0.489916,0.542681,0.605161,0.113235,0.173594,0.2398,0.507417,0.524623,0.387902,0.54587,0.6587134216572428,0.6615406453897057,0.6700241899111619,0.6979535844594907,0.7277527871253003,0.6768876508834833,0.6904931102066462,0.6788290064317222
0.586784,0.586883,0.508997,0.540928,0.589803,0.080357,0.249644,0.224194,0.493184,0.517563,0.403034,0.534594,0.6342693933017388,0.6435761688438174,0.6433329533536327,0.6918747499874828,0.6999793803109857,0.6525613355908216,0.676108908706841,0.6473494768888551
0.578445,0.583377,0.502737,0.537819,0.601622,0.039804,0.178703,0.235967,0.495383,0.535489,0.376651,0.508748,0.6547417265118167,0.6574612929035364,0.6585492424508808,0.6946344218815415,0.6665980101152372,0.6517965942257963,0.662852375358518,0.5622823700191976
0.556447,0.546734,0.477513,0.508474,0.561581,0.015734,0.263367,0.239637,0.483238,0.486612,0.388604,0.518139,0.6129949167135726,0.6226808064937535,0.572458263184896,0.6694679215923002,0.6795261401716128,0.627360036758061,0.6460465001968227,0.6374433806574302
0.582381,0.586399,0.489332,0.538578,0.614194,0.081272,0.287622,0.236577,0.504445,0.529882,0.402016,0.548231,0.6488625072622154,0.6545698469665243,0.5621016096681241,0.7163486042103839,0.6926082204991124,0.6592004429405418,0.7002831877681537,0.6709678078043967
0.587981,0.590347,0.494413,0.544772,0.593702,0.091744,0.221693,0.239863,0.504508,0.535731,0.390182,0.536843,0.649465222459615,0.654807402458793,0.6340858927939069,0.7156937871571527,0.6894286441975372,0.6693870181991095,0.6649874860481595,0.6151991597190228
0.579358,0.571628,0.495312,0.540847,0.617436,0.116202,0.204697,0.236992,0.5054,0.527167,0.39569,0.541523,0.6457206377054892,0.6545671745376127,0.5508086406423428,0.6799046934080639,0.6975620397201544,0.66004959490017,0.6652167723566695,0.658386566782082
0.57376,0.569218,0.494428,0.544059,0.604645,0.140268,0.16274,0.228885,0.50918,0.531922,0.394083,0.543351,0.643636516379696,0.6515874708511535,0.6649047129896912,0.6797489575639019,0.6684040449918626,0.6524364926027073,0.6628115424592814,0.6385279568751698
0.558344,0.570211,0.479248,0.533093,0.610118,0.093926,0.235216,0.259287,0.502176,0.517452,0.40827,0.537911,0.6476043575327596,0.6528367101958303,0.5930226180894772,0.7003807347346642,0.7063791562462693,0.669299518992944,0.6897809373120876,0.6519137769970612
0.567661,0.574123,0.489262,0.54327,0.601771,0.087558,0.167671,0.244743,0.50866,0.531321,0.384657,0.532963,0.650462819503441,0.657742201983837,0.5246527035792342,0.6858438924220858,0.6825048798798812,0.6632479611709317,0.7073698109536065,0.6483458117710048
0.57959,0.578954,0.500307,0.550619,0.601479,0.058049,0.264578,0.244725,0.502522,0.529511,0.390865,0.53577,0.6474329340767948,0.6548313520947372,0.6360379416070352,0.6977270893293092,0.6946432340230677,0.6743547685674771,0.6846860509094959,0.6687432420162894
0.575936,0.579956,0.494032,0.538082,0.598336,0.014883,0.206056,0.21631,0.528908,0.533481,0.398515,0.545397,0.6357258971730821,0.6492205945218866,0.6381265835683998,0.6923140430532256,0.694437589870539,0.6700041423392437,0.6909161429249965,0.6624461090576835
0.601413,0.598691,0.493469,0.555703,0.619056,0.107684,0.27296,0.244209,0.523924,0.546953,0.403279,0.529337,0.6603819898531412,0.6725189058852282,0.6239852435115774,0.6664738037248226,0.6588829664039212,0.6649195335416065,0.6982535863100992,0.6367224843991403
0.609322,0.601412,0.503572,0.548561,0.608198,0.051637,0.164616,0.249495,0.525439,0.545168,0.39028,0.538779,0.6734281453685285,0.6719800656177602,0.6853586243815032,0.7188867704031061,0.7403097124963278,0.6860736359666184,0.7173304557550687,0.6636825588075947
0.577622,0.582039,0.492268,0.538885,0.596681,0.089798,0.22512,0.244813,0.48804,0.529219,0.395203,0.534967,0.6463181023623997,0.6488816662435978,0.6397740803399057,0.7105146782307378,0.6613366574974662,0.6588438932662972,0.6962743485310856,0.6604786091548887
0.581617,0.584851,0.505841,0.558033,0.604523,0.109901,0.16966,0.250583,0.518569,0.543664,0.392315,0.551142,0.6560940228998355,0.6673846449833525,0.5306340731374104,0.6789021861568209,0.7075922153811227,0.6723990484212732,0.7080295259389077,0.6623139241593842
0.593018,0.585443,0.494848,0.545735,0.620277,0.13356,0.185887,0.205225,0.538586,0.537848,0.395286,0.540431,0.6443609370902241,0.6590434927129097,0.6412230933435841,0.6888669179532145,0.7014889793363657,0.6754266655907598,0.7018971678048186,0.6668181504540629
0.575388,0.563874,0.499569,0.54377,0.592567,0.153086,0.190386,0.239523,0.528689,0.524508,0.38099,0.538711,0.638963245660733,0.653333094295715,0.669845569488281,0.7038995719966548,0.705893101240268,0.6692635093455533,0.7019638421910033,0.6698440319342983
0.579779,0.583011,0.490464,0.547561,0.608757,0.069837,0.250839,0.212165,0.494999,0.533999,0.373794,0.509344,0.6424440040693693,0.6474108304780747,0.608520167335127,0.7012361624322362,0.6870947260380897,0.667008796172038,0.6660375640095372,0.6147516269447966
0.562739,0.56008,0.482762,0.523878,0.604164,0.079942,0.221389,0.248515,0.51474,0.506978,0.395894,0.520578,0.6464936021917306,0.6565969186727422,0.6369855850020806,0.6774117664437307,0.6786462558762161,0.6558961605948993,0.6731267977220399,0.6273180128674108
0.569832,0.563807,0.484483,0.53309,0.590317,0.101316,0.215136,0.237899,0.504654,0.534957,0.392096,0.55131,0.6447194974631325,0.6496058663230304,0.5339782253497491,0.6902313819047257,0.6727582310512061,0.6580042938690325,0.6631406060267918,0.6443025802181501
0.587918,0.584736,0.505812,0.546383,0.60343,0.064073,0.237728,0.234668,0.50077,0.517756,0.386376,0.532635,0.6556166818054685,0.6592208388231482,0.6634589339312115,0.7025761153032558,0.6841767467995905,0.6707261480631116,0.6978231136277084,0.6643228327120682
0.563038,0.561287,0.49635,0.540304,0.600344,0.118029,0.21989,0.240774,0.522601,0.523557,0.396818,0.557455,0.6412701870905395,0.6521766051384585,0.6528500647364854,0.6897951103270256,0.7009942450814124,0.6658027707665377,0.6827660040882378,0.6234194182893276
0.563817,0.580181,0.484481,0.526488,0.584004,0.092631,0.14398,0.223992,0.503139,0.501553,0.392984,0.541895,0.6246734173537787,0.6333062750028053,0.5785838285387095,0.6859644062204624,0.6797706906653672,0.6477405809950791,0.6519723962227172,0.6407053677493645
0.569449,0.557018,0.488141,0.51974,0.596447,0.09765,0.224683,0.232346,0.506122,0.508589,0.376838,0.506863,0.6386304163436375,0.6508702890532764,0.6505959712199414,0.6688222548172198,0.6396520388947603,0.6328969812021927,0.6489483105347245,0.6009770656848813
0.572922,0.565179,0.489878,0.541839,0.586404,0.084909,0.213863,0.225516,0.518386,0.524781,0.408237,0.542769,0.6282629503062267,0.64076722191138,0.6499592787237205,0.6894626472832919,0.7085391306914481,0.6389039797145805,0.6780602472323692,0.6543025999878722
0.571871,0.582326,0.50271,0.539526,0.610515,0.07389,0.158651,0.246106,0.517691,0.526105,0.398068,0.547454,0.6536177384959599,0.6616987722025526,0.6663544181935973,0.7102900506062506,0.7070301918548502,0.6689936200048172,0.6606550907847792,0.6491669355626097
0.567168,0.570028,0.489947,0.549326,0.600791,0.101951,0.18214,0.257462,0.504323,0.536093,0.414542,0.556384,0.6452231010256548,0.650260162205799,0.6673015577303629,0.7304897241397352,0.7057071214473859,0.6704107776496694,0.6834861615103703,0.6363746819314529
0.562093,0.557641,0.477729,0.519865,0.572091,0.072757,0.222027,0.232142,0.489043,0.48894,0.386473,0.515527,0.621651176152951,0.6294190113262251,0.49316507230244455,0.6623663360292174,0.6443615630021927,0.6312344096524412,0.6230949925054947,0.5522666742581386
0.576574,0.575551,0.483961,0.515199,0.579775,0.104031,0.222357,0.227841,0.497992,0.485632,0.366667,0.508609,0.6307208255882654,0.6387691382171874,0.5157566963651076,0.6530705629684743,0.654698057129544,0.6447570440374946,0.658996460714573,0.5931166796883697
0.581279,0.584632,0.497975,0.54515,0.614141,0.069057,0.274388,0.235996,0.509249,0.540846,0.40153,0.553657,0.6535598293787602,0.6626568056923268,0.5772642883298867,0.7042916730493547,0.6726723752410223,0.6714942519036555,0.6689796678782858,0.6322084304263776
0.586005,0.58398,0.505333,0.551308,0.600723,0.040902,0.177951,0.233593,0.510848,0.5338,0.395353,0.530512,0.6466227764339302,0.6584113757953021,0.5931042842073233,0.7041689623770404,0.685806192734983,0.6681206087710715,0.6925349585168192,0.6356417950834115
0.579284,0.589451,0.496947,0.547295,0.604548,0.111208,0.259852,0.22784,0.505077,0.525637,0.399378,0.525591,0.6465262633689319,0.6539903222701402,0.5222527029524313,0.6802994797247408,0.6459448725264783,0.654418925379005,0.690786292005934,0.6406808645339224
0.58857,0.576803,0.504554,0.559052,0.60418,0.085156,0.209811,0.223175,0.50059,0.526631,0.390353,0.533537,0.6376848404761857,0.6422971084006228,0.5156194929028688,0.683186557826775,0.6934062667289622,0.6642412644662745,0.6693923324374929,0.6725386423908707
0.5403,0.528457,0.467015,0.500119,0.562537,0.053091,0.251861,0.220296,0.499452,0.51032,0.369785,0.525128,0.6095677109220068,0.62290092027595,0.6345112941714386,0.6987846403711341,0.6896234555252088,0.6346931693399573,0.6895422636968735,0.6401287281881686
0.569614,0.570555,0.473522,0.534457,0.603755,0.069016,0.213624,0.243531,0.517112,0.525501,0.39034,0.530637,0.6473107016437704,0.6549390538549136,0.6672018912567934,0.6854693430560796,0.7003720301980199,0.6509137948856085,0.6494919128740365,0.6439929554250616
0.597887,0.606923,0.509394,0.57209,0.618879,0.133582,0.184437,0.235216,0.515046,0.55231,0.382632,0.526596,0.6673565147170855,0.6766617522235582,0.5538037537712956,0.6934510318799778,0.673829931021865,0.6799948739826367,0.7048663184741424,0.6270500474250653
0.581052,0.568406,0.48881,0.546117,0.606147,0.065739,0.169458,0.221696,0.495764,0.532399,0.40376,0.546934,0.6413999767297349,0.6447647179661233,0.6500089962688094,0.7066122938106344,0.6842231522398815,0.6719292612995158,0.6759454328373606,0.6634514825722497
0.593263,0.589304,0.493138,0.552117,0.611375,0.084333,0.175172,0.246887,0.509484,0.54767,0.405457,0.554507,0.653229115112654,0.6602749535372243,0.5315007581788956,0.7201932514319802,0.7050375859535528,0.6881882420387923,0.6887991052532536,0.6517047729757801
0.560992,0.558262,0.486876,0.540742,0.580969,0.076516,0.170359,0.231982,0.474391,0.503425,0.400096,0.533326,0.6241977342415701,0.6278348440815644,0.4915115068412786,0.673006276109962,0.6413680198850379,0.6500211278518934,0.6686820011327534,0.5943551861729913
0.573082,0.578364,0.495283,0.547134,0.602317,0.124834,0.212178,0.24183,0.507095,0.513408,0.400962,0.554963,0.6464353708473539,0.6543123402466375,0.5314844449627465,0.6819252606054764,0.6503770133386413,0.6632473291677043,0.6781404805472686,0.6105754703419788
0.593133,0.574791,0.499208,0.555641,0.616637,0.070633,0.180176,0.268953,0.535303,0.545661,0.408218,0.53645,0.6721913890512563,0.6819484666773197,0.6463138897347341,0.6851715203401674,0.6862052610278673,0.6849659799718042,0.6845856105905476,0.6507270680686656
0.575337,0.571703,0.499982,0.566831,0.60429,0.101737,0.244978,0.239142,0.537053,0.525302,0.399507,0.550837,0.647247832103283,0.6592301081256378,0.6187920563810644,0.6971100461542399,0.6808345605461665,0.6632935688091661,0.6759395780476883,0.6602355781580653
0.582557,0.586585,0.488819,0.557737,0.609598,0.054794,0.199892,0.234014,0.50757,0.516977,0.398216,0.553654,0.6463545612999276,0.6516801623252757,0.6691192171594478,0.7115941362774661,0.6829522102711482,0.6660815294104862,0.6866073385864513,0.6407839074023356
0.583559,0.588963,0.496605,0.5525,0.607353,0.07081,0.235401,0.225436,0.498259,0.518608,0.393561,0.525944,0.6460049144150144,0.6482448095633423,0.5405110593520694,0.6730206052118869,0.6728446991561866,0.6708453070878941,0.642382928454627,0.6122796787602638
0.573672,0.572375,0.507385,0.544282,0.6045,0.06428,0.172262,0.245377,0.526639,0.537203,0.398015,0.531073,0.6496008868294034,0.6628552182233145,0.6663897045707519,0.7167859809403763,0.7079574154479804,0.6495865421664708,0.7076541201172603,0.649352474177273
0.595859,0.595606,0.510609,0.563443,0.607706,0.069288,0.263444,0.235093,0.502288,0.542122,0.389362,0.547079,0.652600053898168,0.6598269510409469,0.6093580144029258,0.6906944260624215,0.6657918659230257,0.6661710590565948,0.7044903615621507,0.6486471257882147
0.566935,0.566879,0.482047,0.535872,0.594736,0.081646,0.183821,0.245669,0.493697,0.538566,0.388437,0.543078,0.6452285607680308,0.6525520241426344,0.6670486526571975,0.6801514942097849,0.6768420928940414,0.6672779520837585,0.6850233388217972,0.6366952781230667
0.574361,0.566805,0.48317,0.544007,0.585999,0.104713,0.277767,0.206522,0.509175,0.50546,0.359939,0.511256,0.6276041148239839,0.6373560530653525,0.5872975103895393,0.6284590439989344,0.6513314726741135,0.6513773876609202,0.6187194092987435,0.619697998882657
0.577501,0.572404,0.504647,0.551636,0.599383,0.067073,0.177857,0.244131,0.514423,0.535409,0.405356,0.543418,0.6462657344411612,0.6573928863939451,0.67730154393615,0.6818852440693912,0.6792498793129165,0.6446548791134852,0.6604730832356613,0.6020406928338449
0.575045,0.564326,0.499677,0.547406,0.599075,0.062858,0.175017,0.228934,0.514469,0.525837,0.393732,0.548475,0.6381137527975287,0.646387689097716,0.6714601887385111,0.6820121962129415,0.715680326431994,0.667840908155958,0.6900528221306471,0.6571511678584044
0.580956,0.571261,0.488699,0.534351,0.599077,0.074527,0.170816,0.233111,0.502271,0.513565,0.411003,0.535484,0.6431404908358669,0.6481283957340616,0.6508877710443711,0.7113349304528856,0.6920615986972283,0.673756163163107,0.6820400026089933,0.6407321817952101
0.584374,0.605508,0.487103,0.525007,0.614278,0.091872,0.207511,0.238257,0.490658,0.52558,0.399687,0.496176,0.6559283129620151,0.6551585838081545,0.5931481623254542,0.6958996844174692,0.6728714638022477,0.6589114939619277,0.6733632861623433,0.5922585329226789
0.577945,0.575295,0.487763,0.54003,0.596047,0.100689,0.174832,0.208929,0.512006,0.518686,0.382238,0.540653,0.6322871527744615,0.6443746038884324,0.6376011601906887,0.6928768536645272,0.7250512640942631,0.6738152595420355,0.6910999898980612,0.7107594910896025
0.570807,0.577296,0.48988,0.54681,0.590828,0.136658,0.267986,0.263175,0.496208,0.531661,0.411715,0.531633,0.6459479079477836,0.6486552554857934,0.6454064920402679,0.6786795060258267,0.6994588179837565,0.6452752699996945,0.6530077989046607,0.6719049661751987
0.56341,0.565141,0.491237,0.530464,0.59721,0.058737,0.197569,0.250443,0.51781,0.517405,0.38342,0.539591,0.6410639911333063,0.6507410886390491,0.6392862068748943,0.6638518561707012,0.676777186539578,0.6508132303701079,0.6627982412917395,0.6512175661833912
0.555312,0.557984,0.47517,0.532232,0.591119,0.083077,0.190161,0.253059,0.482221,0.52938,0.409356,0.52062,0.6350155191546343,0.6385231349972085,0.6034964852342107,0.6862622130194453,0.6742292012896214,0.6514749581173931,0.6887185753722743,0.624239120467796
0.568748,0.579976,0.50432,0.544472,0.608456,0.019374,0.213166,0.238813,0.500232,0.545475,0.386815,0.50928,0.6479185959662661,0.6531575096760552,0.6123191700245914,0.6565011998187398,0.6542751695330217,0.652178771393105,0.667972971796757,0.5949751010515844
0.567306,0.563381,0.499688,0.537652,0.594062,0.127221,0.185321,0.238335,0.488962,0.508991,0.395624,0.539298,0.6364670909913203,0.642118283270566,0.6380848574932056,0.7174480614655704,0.6973503332484063,0.6660048597307691,0.693743694924913,0.6694111348201465
0.584402,0.580061,0.494141,0.545527,0.604803,0.117492,0.180416,0.229102,0.511713,0.52721,0.413195,0.542204,0.6445460204073689,0.654235174641168,0.5485665476547482,0.7164233575879297,0.719318536195459,0.6680357663234321,0.6961860445792252,0.6698814380242147
0.588869,0.581547,0.512932,0.551553,0.596335,0.109895,0.207423,0.239197,0.507952,0.522113,0.390918,0.548375,0.6435836635336474,0.6485631955643785,0.5557959013126563,0.7011667498888711,0.6620530845771215,0.6587078390714471,0.6936672607138701,0.6562703627826124
0.575914,0.572976,0.504245,0.539673,0.606892,0.083747,0.222261,0.236603,0.503653,0.508567,0.401955,0.545363,0.6453085422961309,0.6526724542882154,0.6590206376452845,0.6992240930275115,0.6939781751360579,0.6666868710746346,0.6822339181207221,0.6534995320160035
0.582845,0.58083,0.488771,0.547077,0.609582,0.081905,0.175769,0.20598,0.520152,0.539788,0.383051,0.543698,0.6416637447593165,0.6531700025392575,0.5657157126711817,0.7051401990000488,0.6973253204589149,0.6744716406120482,0.6876633193169741,0.6595981849301104
0.576879,0.569617,0.485518,0.530196,0.581958,0.07344,0.243878,0.237622,0.48495,0.497047,0.376829,0.504267,0.6329459754760227,0.6358144753482928,0.6252329478586105,0.661482924344188,0.6910221645551086,0.6480787535232687,0.6283862470236403,0.6242213773747416
0.552589,0.572031,0.466983,0.514607,0.575213,0.050431,0.239271,0.22001,0.513602,0.511886,0.3653,0.51058,0.6164168512988624,0.6292899331997901,0.6010116963641469,0.6797475635899726,0.6740364487002514,0.6477072561018028,0.6478171282352403,0.6356727932003415
0.580651,0.577447,0.487663,0.549942,0.59726,0.08319,0.237042,0.24982,0.512124,0.522562,0.392472,0.538927,0.6494346479462202,0.6604176821765854,0.6127033036117251,0.708624098592777,0.7041425836888583,0.6648023586292588,0.6859350557396727,0.6504466728542098
0.594698,0.590727,0.504114,0.552532,0.601177,0.027043,0.196027,0.238372,0.503083,0.540667,0.408162,0.525318,0.6546270279227868,0.6587059487248245,0.6291069631702975,0.6709867139395773,0.697992795630175,0.6681854976621808,0.6700256802793344,0.6599726727848397
0.571697,0.558325,0.489249,0.533675,0.576538,0.081465,0.150579,0.238355,0.493774,0.503579,0.38067,0.527644,0.6351126623797033,0.6440827461644094,0.5005473021970982,0.6532747235324023,0.656162571621059,0.6446732951484808,0.6131248556006197,0.5960436038151394
0.576743,0.589405,0.503912,0.551247,0.605745,0.120331,0.147036,0.249563,0.509787,0.536457,0.393937,0.553725,0.6599434192135165,0.665091378670059,0.6265621357634579,0.6954634380924545,0.6909875367191369,0.6678301985606792,0.6891140768438824,0.6108647997747799
0.574312,0.588137,0.501705,0.541853,0.596147,0.117611,0.192672,0.230688,0.506617,0.528949,0.388068,0.545939,0.6424241902380514,0.652107417564863,0.5199095860526952,0.6842514812552923,0.7085703070920536,0.6637435124969453,0.6705236223637896,0.6572881204268802
0.588701,0.587978,0.509297,0.546077,0.611596,0.083728,0.222675,0.234074,0.511859,0.527293,0.396898,0.547082,0.6584362535282154,0.6655472431372095,0.5843998830872595,0.7001367624631134,0.7019375533288059,0.6750587212072002,0.6654376768888697,0.6539540841173455
0.578462,0.569153,0.491098,0.542855,0.600512,0.064161,0.163406,0.224325,0.494292,0.516909,0.378574,0.529456,0.6372276996394391,0.6438465755035249,0.649837237558427,0.7044863562416392,0.6777541865337599,0.6577239096861045,0.6398053916981976,0.5995862347928234
0.576482,0.585941,0.479267,0.537627,0.609024,0.039296,0.137622,0.227144,0.501091,0.528979,0.39008,0.5422,0.647385259562902,0.656298203667929,0.6212306476907951,0.6994832105244232,0.688342385621014,0.6701176904158564,0.6744773694786584,0.6279197821994599
0.571025,0.575734,0.486935,0.52472,0.589816,0.090304,0.23263,0.242958,0.497709,0.49566,0.404709,0.52974,0.6424906980652183,0.6485216010916874,0.6256614025393625,0.6823467164120792,0.6806363411870575,0.6486176849557084,0.6058740372305269,0.6102183739811233
0.605504,0.586312,0.498177,0.556366,0.606862,0.071284,0.209092,0.227377,0.512486,0.523312,0.392345,0.541324,0.6546339828226221,0.6608766508288013,0.6732416887887386,0.6693583757974664,0.7019350415867738,0.6805501120479167,0.688281704795968,0.6756835777030764
0.574646,0.569857,0.488406,0.525512,0.583801,0.139273,0.180778,0.249601,0.492537,0.524175,0.413457,0.51024,0.6455377765014478,0.6506872888874596,0.653391506552769,0.7098233422927678,0.700634951655145,0.6516772350400629,0.6623620866941999,0.617026007394604
0.58455,0.579713,0.51147,0.543496,0.601205,0.069192,0.175881,0.235967,0.519807,0.537617,0.412944,0.54805,0.6497837120740522,0.6608291116859053,0.6768730194213457,0.7021726482204915,0.700566957241202,0.6581556008666097,0.7010655269872339,0.6594170738734798
0.578517,0.580511,0.495456,0.556822,0.603476,0.049785,0.196467,0.245022,0.498899,0.528231,0.400002,0.540596,0.6508106622274816,0.6555540587681836,0.645242043581653,0.7167155431633656,0.7030189255075663,0.6696484626782914,0.6864593410346171,0.6572277258507738
